-0.0500, 0.6600, 3.1600
-0.0500, 0.6640, 3.1600
-0.0500, 0.6680, 3.1600
-0.0500, 0.6720, 3.1600
-0.0500, 0.6760, 3.1600
-0.0500, 0.6800, 3.1600
-0.0500, 0.6840, 3.1600
-0.0480, 0.2560, 2.8000
-0.0480, 0.2600, 2.8000
-0.0480, 0.2640, 2.8000
-0.0480, 0.2680, 2.8000
-0.0480, 0.2720, 2.8000
-0.0480, 0.2760, 2.8000
-0.0480, 0.2800, 2.8000
-0.0480, 0.2840, 2.8000
-0.0480, 0.2880, 2.8000
-0.0480, 0.2920, 2.8000
-0.0480, 0.2960, 2.8000
-0.0480, 0.3000, 2.8000
-0.0480, 0.3040, 2.8000
-0.0480, 0.3080, 2.8000
-0.0480, 0.3120, 2.8000
-0.0480, 0.3160, 2.8000
-0.0480, 0.3200, 2.8000
-0.0480, 0.3240, 2.8000
-0.0480, 0.3280, 2.8000
-0.0480, 0.3320, 2.8000
-0.0480, 0.3360, 2.8000
-0.0480, 0.3400, 2.8000
-0.0480, 0.3440, 2.8000
-0.0480, 0.3480, 2.8000
-0.0480, 0.3520, 2.8000
-0.0480, 0.3560, 2.8000
-0.0480, 0.3600, 2.8000
-0.0480, 0.3640, 2.8000
-0.0480, 0.3680, 2.8000
-0.0480, 0.3720, 2.8000
-0.0480, 0.3760, 2.8000
-0.0480, 0.3800, 2.8000
-0.0480, 0.3840, 2.8000
-0.0480, 0.3880, 2.8000
-0.0480, 0.3920, 2.8000
-0.0480, 0.3960, 2.8000
-0.0480, 0.4000, 2.8000
-0.0480, 0.4040, 2.8000
-0.0480, 0.4080, 2.8000
-0.0480, 0.4120, 2.8000
-0.0480, 0.4160, 2.8000
-0.0480, 0.4200, 2.8000
-0.0480, 0.4240, 2.8000
-0.0480, 0.4280, 2.8000
-0.0480, 0.4320, 2.8000
-0.0480, 0.4360, 2.8000
-0.0480, 0.4400, 2.8000
-0.0480, 0.4440, 2.8000
-0.0480, 0.4480, 2.8000
-0.0480, 0.4520, 2.8000
-0.0480, 0.4560, 2.8000
-0.0480, 0.4600, 2.8000
-0.0480, 0.4640, 2.8000
-0.0480, 0.4680, 2.8000
-0.0480, 0.4720, 3.1600
-0.0480, 0.4760, 3.1600
-0.0480, 0.4800, 3.1600
-0.0480, 0.4840, 3.1600
-0.0480, 0.4880, 3.1800
-0.0480, 0.4920, 3.1800
-0.0480, 0.4960, 3.1800
-0.0480, 0.5000, 2.8000
-0.0480, 0.5040, 2.8000
-0.0480, 0.5080, 2.8000
-0.0480, 0.5120, 2.8000
-0.0480, 0.5160, 2.8000
-0.0480, 0.5200, 2.8000
-0.0480, 0.5240, 2.8000
-0.0480, 0.5280, 2.8000
-0.0480, 0.5320, 2.8000
-0.0480, 0.5360, 2.8000
-0.0480, 0.5400, 2.8000
-0.0480, 0.5440, 2.8000
-0.0480, 0.5480, 3.2000
-0.0480, 0.5520, 3.2000
-0.0480, 0.5560, 3.2000
-0.0480, 0.5600, 3.2000
-0.0480, 0.5640, 3.2000
-0.0480, 0.5680, 2.8000
-0.0480, 0.5720, 2.8000
-0.0480, 0.5760, 2.8000
-0.0480, 0.5800, 2.8000
-0.0480, 0.5840, 2.8000
-0.0480, 0.5880, 2.8000
-0.0480, 0.5920, 2.8000
-0.0480, 0.5960, 2.8000
-0.0480, 0.6000, 2.8000
-0.0480, 0.6040, 2.8000
-0.0480, 0.6080, 2.8000
-0.0480, 0.6120, 3.2200
-0.0480, 0.6160, 2.8000
-0.0480, 0.6200, 3.2200
-0.0480, 0.6240, 2.8000
-0.0480, 0.6280, 2.8000
-0.0480, 0.6320, 2.8000
-0.0480, 0.6360, 2.8000
-0.0480, 0.6400, 3.2200
-0.0480, 0.6440, 3.2400
-0.0480, 0.6480, 3.2400
-0.0480, 0.6520, 3.2400
-0.0480, 0.6560, 3.2400
-0.0480, 0.6600, 3.2400
-0.0480, 0.6640, 3.2400
-0.0480, 0.6680, 3.2400
-0.0480, 0.6720, 2.8000
-0.0480, 0.6760, 2.8000
-0.0480, 0.6800, 3.2400
-0.0480, 0.6840, 3.2400
-0.0460, 0.2560, 2.8000
-0.0460, 0.2600, 2.8000
-0.0460, 0.2640, 2.8000
-0.0460, 0.2680, 2.8000
-0.0460, 0.2720, 2.8000
-0.0460, 0.2760, 2.8000
-0.0460, 0.2800, 2.8000
-0.0460, 0.2840, 2.8000
-0.0460, 0.2880, 2.8000
-0.0460, 0.2920, 2.8000
-0.0460, 0.2960, 2.8000
-0.0460, 0.3000, 2.8000
-0.0460, 0.3040, 2.8000
-0.0460, 0.3080, 2.8000
-0.0460, 0.3120, 2.8000
-0.0460, 0.3160, 2.8000
-0.0460, 0.3200, 2.8000
-0.0460, 0.3240, 2.8000
-0.0460, 0.3280, 2.8000
-0.0460, 0.3320, 2.8000
-0.0460, 0.3360, 2.8000
-0.0460, 0.3400, 2.8000
-0.0460, 0.3440, 2.8000
-0.0460, 0.3480, 2.8000
-0.0460, 0.3520, 2.8000
-0.0460, 0.3560, 2.8000
-0.0460, 0.3600, 2.8000
-0.0460, 0.3640, 2.8000
-0.0460, 0.3680, 2.8000
-0.0460, 0.3720, 2.8000
-0.0460, 0.3760, 2.8000
-0.0460, 0.3800, 2.8000
-0.0460, 0.3840, 2.8000
-0.0460, 0.3880, 2.8000
-0.0460, 0.3920, 2.8000
-0.0460, 0.3960, 2.8000
-0.0460, 0.4000, 2.8000
-0.0460, 0.4040, 2.8000
-0.0460, 0.4080, 2.8000
-0.0460, 0.4120, 2.8000
-0.0460, 0.4160, 2.8000
-0.0460, 0.4200, 2.8000
-0.0460, 0.4240, 2.8000
-0.0460, 0.4280, 2.8000
-0.0460, 0.4320, 2.8000
-0.0460, 0.4360, 2.8000
-0.0460, 0.4400, 2.8000
-0.0460, 0.4440, 2.8000
-0.0460, 0.4480, 2.8000
-0.0460, 0.4520, 2.8000
-0.0460, 0.4560, 2.8000
-0.0460, 0.4600, 2.8000
-0.0460, 0.4640, 2.8000
-0.0460, 0.4680, 2.8000
-0.0460, 0.4720, 2.8000
-0.0460, 0.4760, 2.8000
-0.0460, 0.4800, 2.8000
-0.0460, 0.4840, 2.8000
-0.0460, 0.4880, 2.8000
-0.0460, 0.4920, 2.8000
-0.0460, 0.4960, 2.8000
-0.0460, 0.5000, 2.8000
-0.0460, 0.5040, 2.8000
-0.0460, 0.5080, 2.8000
-0.0460, 0.5120, 2.8000
-0.0460, 0.5160, 2.8000
-0.0460, 0.5200, 2.8000
-0.0460, 0.5240, 2.8000
-0.0460, 0.5280, 2.8000
-0.0460, 0.5320, 2.8000
-0.0460, 0.5360, 2.8000
-0.0460, 0.5400, 2.8000
-0.0460, 0.5440, 3.2800
-0.0460, 0.5480, 3.2800
-0.0460, 0.5520, 3.2800
-0.0460, 0.5560, 2.8000
-0.0460, 0.5600, 2.8000
-0.0460, 0.5640, 2.8000
-0.0460, 0.5680, 3.2800
-0.0460, 0.5720, 2.8000
-0.0460, 0.5760, 2.8000
-0.0460, 0.5800, 2.8000
-0.0460, 0.5840, 2.8000
-0.0460, 0.5880, 2.8000
-0.0460, 0.5920, 2.8000
-0.0460, 0.5960, 2.8000
-0.0460, 0.6000, 3.3000
-0.0460, 0.6040, 3.3000
-0.0460, 0.6080, 3.3000
-0.0460, 0.6120, 3.3000
-0.0460, 0.6160, 3.3000
-0.0460, 0.6200, 2.8000
-0.0460, 0.6240, 2.8000
-0.0460, 0.6280, 2.8000
-0.0460, 0.6320, 2.8000
-0.0460, 0.6360, 2.8000
-0.0460, 0.6400, 3.3200
-0.0460, 0.6440, 3.3200
-0.0460, 0.6480, 3.3200
-0.0460, 0.6520, 2.8000
-0.0460, 0.6560, 2.8000
-0.0460, 0.6600, 3.3200
-0.0460, 0.6640, 3.3200
-0.0460, 0.6680, 3.3200
-0.0460, 0.6720, 3.3200
-0.0460, 0.6760, 3.3200
-0.0460, 0.6800, 3.3200
-0.0460, 0.6840, 3.3400
-0.0440, 0.2480, 2.8000
-0.0440, 0.2520, 2.8000
-0.0440, 0.2560, 2.8000
-0.0440, 0.2600, 2.8000
-0.0440, 0.2640, 2.8000
-0.0440, 0.2680, 2.8000
-0.0440, 0.2720, 2.8000
-0.0440, 0.2760, 2.8000
-0.0440, 0.2800, 2.8000
-0.0440, 0.2840, 2.8000
-0.0440, 0.2880, 2.8000
-0.0440, 0.2920, 2.8000
-0.0440, 0.2960, 2.8000
-0.0440, 0.3000, 2.8000
-0.0440, 0.3040, 2.8000
-0.0440, 0.3080, 2.8000
-0.0440, 0.3120, 2.8000
-0.0440, 0.3160, 2.8000
-0.0440, 0.3200, 2.8000
-0.0440, 0.3240, 2.8000
-0.0440, 0.3280, 2.8000
-0.0440, 0.3320, 2.8000
-0.0440, 0.3360, 2.8000
-0.0440, 0.3400, 2.8000
-0.0440, 0.3440, 2.8000
-0.0440, 0.3480, 2.8000
-0.0440, 0.3520, 2.8000
-0.0440, 0.3560, 2.8000
-0.0440, 0.3600, 2.8000
-0.0440, 0.3640, 2.8000
-0.0440, 0.3680, 2.8000
-0.0440, 0.3720, 2.8000
-0.0440, 0.3760, 2.8000
-0.0440, 0.3800, 2.8000
-0.0440, 0.3840, 2.8000
-0.0440, 0.3880, 2.8000
-0.0440, 0.3920, 2.8000
-0.0440, 0.3960, 2.8000
-0.0440, 0.4000, 2.8000
-0.0440, 0.4040, 2.8000
-0.0440, 0.4080, 2.8000
-0.0440, 0.4120, 2.8000
-0.0440, 0.4160, 2.8000
-0.0440, 0.4200, 2.8000
-0.0440, 0.4240, 2.8000
-0.0440, 0.4280, 2.8000
-0.0440, 0.4320, 2.8000
-0.0440, 0.4360, 2.8000
-0.0440, 0.4400, 2.8000
-0.0440, 0.4440, 2.8000
-0.0440, 0.4480, 2.8000
-0.0440, 0.4520, 2.8000
-0.0440, 0.4560, 2.8000
-0.0440, 0.4600, 2.8000
-0.0440, 0.4640, 2.8000
-0.0440, 0.4680, 2.8000
-0.0440, 0.4720, 2.8000
-0.0440, 0.4760, 2.8000
-0.0440, 0.4800, 3.3200
-0.0440, 0.4840, 3.3400
-0.0440, 0.4880, 2.8000
-0.0440, 0.4920, 2.8000
-0.0440, 0.4960, 2.8000
-0.0440, 0.5000, 2.8000
-0.0440, 0.5040, 2.8000
-0.0440, 0.5080, 2.8000
-0.0440, 0.5120, 3.3400
-0.0440, 0.5160, 2.8000
-0.0440, 0.5200, 2.8000
-0.0440, 0.5240, 2.8000
-0.0440, 0.5280, 2.8000
-0.0440, 0.5320, 2.8000
-0.0440, 0.5360, 2.8000
-0.0440, 0.5400, 2.8000
-0.0440, 0.5440, 3.3600
-0.0440, 0.5480, 2.8000
-0.0440, 0.5520, 2.8000
-0.0440, 0.5560, 2.8000
-0.0440, 0.5600, 2.8000
-0.0440, 0.5640, 3.3600
-0.0440, 0.5680, 3.3600
-0.0440, 0.5720, 2.8000
-0.0440, 0.5760, 2.8000
-0.0440, 0.5800, 2.8000
-0.0440, 0.5840, 2.8000
-0.0440, 0.5880, 3.3800
-0.0440, 0.5920, 3.3800
-0.0440, 0.5960, 3.3800
-0.0440, 0.6000, 3.3800
-0.0440, 0.6040, 3.3800
-0.0440, 0.6080, 3.3800
-0.0440, 0.6120, 3.3800
-0.0440, 0.6160, 2.8000
-0.0440, 0.6200, 2.8000
-0.0440, 0.6240, 2.8000
-0.0440, 0.6280, 2.8000
-0.0440, 0.6320, 2.8000
-0.0440, 0.6360, 2.8000
-0.0440, 0.6400, 3.4000
-0.0440, 0.6440, 3.4000
-0.0440, 0.6480, 2.8000
-0.0440, 0.6520, 2.8000
-0.0440, 0.6560, 3.4000
-0.0440, 0.6600, 3.4200
-0.0440, 0.6640, 3.4200
-0.0440, 0.6680, 3.4200
-0.0440, 0.6720, 3.4200
-0.0440, 0.6760, 3.4200
-0.0440, 0.6800, 3.4200
-0.0440, 0.6840, 3.4200
-0.0420, 0.2480, 2.8000
-0.0420, 0.2520, 2.8000
-0.0420, 0.2560, 2.8000
-0.0420, 0.2600, 2.8000
-0.0420, 0.2640, 2.8000
-0.0420, 0.2680, 2.8000
-0.0420, 0.2720, 2.8000
-0.0420, 0.2760, 2.8000
-0.0420, 0.2800, 2.8000
-0.0420, 0.2840, 2.8000
-0.0420, 0.2880, 2.8000
-0.0420, 0.2920, 2.8000
-0.0420, 0.2960, 2.8000
-0.0420, 0.3000, 2.8000
-0.0420, 0.3040, 2.8000
-0.0420, 0.3080, 2.8000
-0.0420, 0.3120, 2.8000
-0.0420, 0.3160, 2.8000
-0.0420, 0.3200, 2.8000
-0.0420, 0.3240, 2.8000
-0.0420, 0.3280, 2.8000
-0.0420, 0.3320, 2.8000
-0.0420, 0.3360, 2.8000
-0.0420, 0.3400, 2.8000
-0.0420, 0.3440, 2.8000
-0.0420, 0.3480, 2.8000
-0.0420, 0.3520, 2.8000
-0.0420, 0.3560, 2.8000
-0.0420, 0.3600, 2.8000
-0.0420, 0.3640, 2.8000
-0.0420, 0.3680, 2.8000
-0.0420, 0.3720, 2.8000
-0.0420, 0.3760, 2.8000
-0.0420, 0.3800, 2.8000
-0.0420, 0.3840, 2.8000
-0.0420, 0.3880, 2.8000
-0.0420, 0.3920, 2.8000
-0.0420, 0.3960, 2.8000
-0.0420, 0.4000, 2.8000
-0.0420, 0.4040, 2.8000
-0.0420, 0.4080, 2.8000
-0.0420, 0.4120, 2.8000
-0.0420, 0.4160, 2.8000
-0.0420, 0.4200, 2.8000
-0.0420, 0.4240, 2.8000
-0.0420, 0.4280, 2.8000
-0.0420, 0.4320, 2.8000
-0.0420, 0.4360, 2.8000
-0.0420, 0.4400, 2.8000
-0.0420, 0.4440, 2.8000
-0.0420, 0.4480, 2.8000
-0.0420, 0.4520, 2.8000
-0.0420, 0.4560, 2.8000
-0.0420, 0.4600, 2.8000
-0.0420, 0.4640, 2.8000
-0.0420, 0.4680, 2.8000
-0.0420, 0.4720, 2.8000
-0.0420, 0.4760, 2.8000
-0.0420, 0.4800, 2.8000
-0.0420, 0.4840, 2.8000
-0.0420, 0.4880, 2.8000
-0.0420, 0.4920, 3.4200
-0.0420, 0.4960, 3.4200
-0.0420, 0.5000, 3.4200
-0.0420, 0.5040, 3.4400
-0.0420, 0.5080, 2.8000
-0.0420, 0.5120, 2.8000
-0.0420, 0.5160, 2.8000
-0.0420, 0.5200, 2.8000
-0.0420, 0.5240, 2.8000
-0.0420, 0.5280, 2.8000
-0.0420, 0.5320, 2.8000
-0.0420, 0.5360, 2.8000
-0.0420, 0.5400, 2.8000
-0.0420, 0.5440, 3.4600
-0.0420, 0.5480, 3.4600
-0.0420, 0.5520, 3.4600
-0.0420, 0.5560, 3.4600
-0.0420, 0.5600, 3.4600
-0.0420, 0.5640, 3.4600
-0.0420, 0.5680, 2.8000
-0.0420, 0.5720, 2.8000
-0.0420, 0.5760, 2.8000
-0.0420, 0.5800, 3.4600
-0.0420, 0.5840, 3.4800
-0.0420, 0.5880, 3.4800
-0.0420, 0.5920, 3.4800
-0.0420, 0.5960, 3.4800
-0.0420, 0.6000, 3.4800
-0.0420, 0.6040, 3.4800
-0.0420, 0.6080, 3.4800
-0.0420, 0.6120, 2.8000
-0.0420, 0.6160, 2.8000
-0.0420, 0.6200, 2.8000
-0.0420, 0.6240, 2.8000
-0.0420, 0.6280, 2.8000
-0.0420, 0.6320, 2.8000
-0.0420, 0.6360, 2.8000
-0.0420, 0.6400, 2.8000
-0.0420, 0.6440, 3.5000
-0.0420, 0.6480, 3.5000
-0.0420, 0.6520, 3.5000
-0.0420, 0.6560, 3.5000
-0.0420, 0.6600, 3.5000
-0.0420, 0.6640, 2.8000
-0.0420, 0.6680, 2.8000
-0.0420, 0.6720, 2.8000
-0.0420, 0.6760, 2.8000
-0.0420, 0.6800, 2.8000
-0.0420, 0.6840, 2.8000
-0.0400, 0.2400, 2.8000
-0.0400, 0.2440, 2.8000
-0.0400, 0.2480, 2.8000
-0.0400, 0.2520, 2.8000
-0.0400, 0.2560, 2.8000
-0.0400, 0.2600, 2.8000
-0.0400, 0.2640, 2.8000
-0.0400, 0.2680, 2.8000
-0.0400, 0.2720, 2.8000
-0.0400, 0.2760, 2.8000
-0.0400, 0.2800, 2.8000
-0.0400, 0.2840, 2.8000
-0.0400, 0.2880, 2.8000
-0.0400, 0.2920, 2.8000
-0.0400, 0.2960, 2.8000
-0.0400, 0.3000, 2.8000
-0.0400, 0.3040, 2.8000
-0.0400, 0.3080, 2.8000
-0.0400, 0.3120, 2.8000
-0.0400, 0.3160, 2.8000
-0.0400, 0.3200, 2.8000
-0.0400, 0.3240, 2.8000
-0.0400, 0.3280, 2.8000
-0.0400, 0.3320, 2.8000
-0.0400, 0.3360, 2.8000
-0.0400, 0.3400, 2.8000
-0.0400, 0.3440, 2.8000
-0.0400, 0.3480, 2.8000
-0.0400, 0.3520, 2.8000
-0.0400, 0.3560, 2.8000
-0.0400, 0.3600, 2.8000
-0.0400, 0.3640, 2.8000
-0.0400, 0.3680, 2.8000
-0.0400, 0.3720, 2.8000
-0.0400, 0.3760, 2.8000
-0.0400, 0.3800, 2.8000
-0.0400, 0.3840, 2.8000
-0.0400, 0.3880, 2.8000
-0.0400, 0.3920, 2.8000
-0.0400, 0.3960, 2.8000
-0.0400, 0.4000, 2.8000
-0.0400, 0.4040, 2.8000
-0.0400, 0.4080, 2.8000
-0.0400, 0.4120, 2.8000
-0.0400, 0.4160, 2.8000
-0.0400, 0.4200, 2.8000
-0.0400, 0.4240, 2.8000
-0.0400, 0.4280, 2.8000
-0.0400, 0.4320, 2.8000
-0.0400, 0.4360, 2.8000
-0.0400, 0.4400, 2.8000
-0.0400, 0.4440, 2.8000
-0.0400, 0.4480, 2.8000
-0.0400, 0.4520, 2.8000
-0.0400, 0.4560, 2.8000
-0.0400, 0.4600, 2.8000
-0.0400, 0.4640, 2.8000
-0.0400, 0.4680, 2.8000
-0.0400, 0.4720, 2.8000
-0.0400, 0.4760, 2.8000
-0.0400, 0.4800, 2.8000
-0.0400, 0.4840, 2.8000
-0.0400, 0.4880, 2.8000
-0.0400, 0.4920, 2.8000
-0.0400, 0.4960, 2.8000
-0.0400, 0.5000, 2.8000
-0.0400, 0.5040, 2.8000
-0.0400, 0.5080, 2.8000
-0.0400, 0.5120, 2.8000
-0.0400, 0.5160, 2.8000
-0.0400, 0.5200, 2.8000
-0.0400, 0.5240, 2.8000
-0.0400, 0.5280, 2.8000
-0.0400, 0.5320, 2.8000
-0.0400, 0.5360, 2.8000
-0.0400, 0.5400, 2.8000
-0.0400, 0.5440, 2.8000
-0.0400, 0.5480, 2.8000
-0.0400, 0.5520, 2.8000
-0.0400, 0.5560, 2.8000
-0.0400, 0.5600, 2.8000
-0.0400, 0.5640, 2.8000
-0.0400, 0.5680, 2.8000
-0.0400, 0.5720, 2.8000
-0.0400, 0.5760, 2.8000
-0.0400, 0.5800, 2.8000
-0.0400, 0.5840, 2.8000
-0.0400, 0.5880, 2.8000
-0.0400, 0.5920, 2.8000
-0.0400, 0.5960, 2.8000
-0.0400, 0.6000, 2.8000
-0.0400, 0.6040, 2.8000
-0.0400, 0.6080, 2.8000
-0.0400, 0.6120, 2.8000
-0.0400, 0.6160, 2.8000
-0.0400, 0.6200, 2.8000
-0.0400, 0.6240, 2.8000
-0.0400, 0.6280, 2.8000
-0.0400, 0.6320, 2.8000
-0.0400, 0.6360, 2.8000
-0.0400, 0.6400, 2.8000
-0.0400, 0.6440, 2.8000
-0.0400, 0.6480, 2.8000
-0.0400, 0.6520, 2.8000
-0.0400, 0.6560, 2.8000
-0.0400, 0.6600, 2.8000
-0.0400, 0.6640, 2.8000
-0.0400, 0.6680, 2.8000
-0.0400, 0.6720, 2.8000
-0.0400, 0.6760, 2.8000
-0.0400, 0.6800, 2.8000
-0.0400, 0.6840, 2.8000
-0.0380, 0.2400, 2.8000
-0.0380, 0.2440, 2.8000
-0.0380, 0.2480, 2.8000
-0.0380, 0.2520, 2.8000
-0.0380, 0.2560, 2.8000
-0.0380, 0.2600, 2.8000
-0.0380, 0.2640, 2.8000
-0.0380, 0.2680, 2.8000
-0.0380, 0.2720, 2.8000
-0.0380, 0.2760, 2.8000
-0.0380, 0.2800, 2.8000
-0.0380, 0.2840, 2.8000
-0.0380, 0.2880, 2.8000
-0.0380, 0.2920, 2.8000
-0.0380, 0.2960, 2.8000
-0.0380, 0.3000, 2.8000
-0.0380, 0.3040, 2.8000
-0.0380, 0.3080, 2.8000
-0.0380, 0.3120, 2.8000
-0.0380, 0.3160, 2.8000
-0.0380, 0.3200, 2.8000
-0.0380, 0.3240, 2.8000
-0.0380, 0.3280, 2.8000
-0.0380, 0.3320, 2.8000
-0.0380, 0.3360, 2.8000
-0.0380, 0.3400, 2.8000
-0.0380, 0.3440, 2.8000
-0.0380, 0.3480, 2.8000
-0.0380, 0.3520, 2.8000
-0.0380, 0.3560, 2.8000
-0.0380, 0.3600, 2.8000
-0.0380, 0.3640, 2.8000
-0.0380, 0.3680, 2.8000
-0.0380, 0.3720, 2.8000
-0.0380, 0.3760, 2.8000
-0.0380, 0.3800, 2.8000
-0.0380, 0.3840, 2.8000
-0.0380, 0.3880, 2.8000
-0.0380, 0.3920, 2.8000
-0.0380, 0.3960, 2.8000
-0.0380, 0.4000, 2.8000
-0.0380, 0.4040, 2.8000
-0.0380, 0.4080, 2.8000
-0.0380, 0.4120, 2.8000
-0.0380, 0.4160, 2.8000
-0.0380, 0.4200, 2.8000
-0.0380, 0.4240, 2.8000
-0.0380, 0.4280, 2.8000
-0.0380, 0.4320, 2.8000
-0.0380, 0.4360, 2.8000
-0.0380, 0.4400, 2.8000
-0.0380, 0.4440, 2.8000
-0.0380, 0.4480, 2.8000
-0.0380, 0.4520, 2.8000
-0.0380, 0.4560, 2.8000
-0.0380, 0.4600, 2.8000
-0.0380, 0.4640, 2.8000
-0.0380, 0.4680, 2.8000
-0.0380, 0.4720, 2.8000
-0.0380, 0.4760, 2.8000
-0.0380, 0.4800, 2.8000
-0.0380, 0.4840, 2.8000
-0.0380, 0.4880, 2.8000
-0.0380, 0.4920, 2.8000
-0.0380, 0.4960, 2.8000
-0.0380, 0.5000, 2.8000
-0.0380, 0.5040, 2.8000
-0.0380, 0.5080, 2.8000
-0.0380, 0.5120, 2.8000
-0.0380, 0.5160, 2.8000
-0.0380, 0.5200, 2.8000
-0.0380, 0.5240, 2.8000
-0.0380, 0.5280, 2.8000
-0.0380, 0.5320, 2.8000
-0.0380, 0.5360, 2.8000
-0.0380, 0.5400, 2.8000
-0.0380, 0.5440, 2.8000
-0.0380, 0.5480, 2.8000
-0.0380, 0.5520, 2.8000
-0.0380, 0.5560, 2.8000
-0.0380, 0.5600, 2.8000
-0.0380, 0.5640, 2.8000
-0.0380, 0.5680, 2.8000
-0.0380, 0.5720, 2.8000
-0.0380, 0.5760, 2.8000
-0.0380, 0.5800, 2.8000
-0.0380, 0.5840, 2.8000
-0.0380, 0.5880, 2.8000
-0.0380, 0.5920, 2.8000
-0.0380, 0.5960, 2.8000
-0.0380, 0.6000, 2.8000
-0.0380, 0.6040, 2.8000
-0.0380, 0.6080, 2.8000
-0.0380, 0.6120, 2.8000
-0.0380, 0.6160, 2.8000
-0.0380, 0.6200, 2.8000
-0.0380, 0.6240, 2.8000
-0.0380, 0.6280, 2.8000
-0.0380, 0.6320, 2.8000
-0.0380, 0.6360, 2.8000
-0.0380, 0.6400, 2.8000
-0.0380, 0.6440, 2.8000
-0.0380, 0.6480, 2.8000
-0.0380, 0.6520, 2.8000
-0.0380, 0.6560, 2.8000
-0.0380, 0.6600, 2.8000
-0.0380, 0.6640, 2.8000
-0.0380, 0.6680, 2.8000
-0.0380, 0.6720, 2.8000
-0.0380, 0.6760, 2.8000
-0.0380, 0.6800, 2.8000
-0.0360, 0.2320, 2.8000
-0.0360, 0.2360, 2.8000
-0.0360, 0.2400, 2.8000
-0.0360, 0.2440, 2.8000
-0.0360, 0.2480, 2.8000
-0.0360, 0.2520, 2.8000
-0.0360, 0.2560, 2.8000
-0.0360, 0.2600, 2.8000
-0.0360, 0.2640, 2.8000
-0.0360, 0.2680, 2.8000
-0.0360, 0.2720, 2.8000
-0.0360, 0.2760, 2.8000
-0.0360, 0.2800, 2.8000
